condition,dataset_source,hours_after_sunset,bat_landing_to_food,seconds_after_rat_arrival,metric_type,bat_landing_number,food_availability
rat_present,time_series,8.0,,,aggregate_behavior,40.0,1.533333333
control,time_series,8.5,,,aggregate_behavior,21.0,1.082258065
control,time_series,9.0,,,aggregate_behavior,20.0,1.0
rat_present,time_series,9.5,,,aggregate_behavior,7.0,1.0
control,time_series,10.0,,,aggregate_behavior,2.0,0.0
rat_present,time_series,10.5,,,aggregate_behavior,11.0,0.0
control,time_series,11.0,,,aggregate_behavior,3.0,0.0
rat_present,time_series,11.5,,,aggregate_behavior,5.0,0.0
rat_present,time_series,12.0,,,aggregate_behavior,5.0,0.0
rat_present,time_series,12.5,,,aggregate_behavior,1.0,0.0
control,time_series,-2.0,,,aggregate_behavior,19.0,4.0
control,time_series,-1.5,,,aggregate_behavior,24.0,4.0
control,time_series,-1.0,,,aggregate_behavior,27.0,4.0
control,time_series,-0.5,,,aggregate_behavior,27.0,3.956618465
rat_present,time_series,0.0,,,aggregate_behavior,26.0,3.534482759
rat_present,time_series,0.5,,,aggregate_behavior,45.0,3.0756396
control,time_series,1.0,,,aggregate_behavior,25.0,3.0
control,time_series,1.5,,,aggregate_behavior,23.0,3.0
control,time_series,2.0,,,aggregate_behavior,26.0,3.0
control,time_series,2.5,,,aggregate_behavior,38.0,3.0
control,time_series,3.0,,,aggregate_behavior,84.0,3.0
rat_present,time_series,3.5,,,aggregate_behavior,75.0,2.947076613
rat_present,time_series,4.0,,,aggregate_behavior,42.0,2.546875
rat_present,time_series,4.5,,,aggregate_behavior,56.0,2.105846774
control,time_series,5.0,,,aggregate_behavior,26.0,2.0
control,time_series,5.5,,,aggregate_behavior,80.0,2.0
rat_present,time_series,6.0,,,aggregate_behavior,57.0,2.0
rat_present,time_series,6.5,,,aggregate_behavior,49.0,2.0
rat_present,time_series,7.0,,,aggregate_behavior,46.0,2.0
control,time_series,7.5,,,aggregate_behavior,42.0,2.0
rat_present,time_series,8.0,,,aggregate_behavior,20.0,2.0
rat_present,time_series,8.5,,,aggregate_behavior,24.0,2.0
rat_present,time_series,9.0,,,aggregate_behavior,16.0,2.0
rat_present,time_series,9.5,,,aggregate_behavior,7.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,10.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,5.0,2.0
rat_present,time_series,11.0,,,aggregate_behavior,3.0,2.0
rat_present,time_series,11.5,,,aggregate_behavior,1.0,2.0
rat_present,time_series,12.0,,,aggregate_behavior,2.0,2.0
rat_present,time_series,13.0,,,aggregate_behavior,2.0,0.0
control,time_series,-2.0,,,aggregate_behavior,6.0,4.0
control,time_series,-1.5,,,aggregate_behavior,12.0,4.0
control,time_series,-1.0,,,aggregate_behavior,3.0,4.0
control,time_series,-0.5,,,aggregate_behavior,34.0,3.987683284
rat_present,time_series,0.0,,,aggregate_behavior,23.0,3.618181818
rat_present,time_series,0.5,,,aggregate_behavior,13.0,3.11143695
control,time_series,1.0,,,aggregate_behavior,20.0,3.0
rat_present,time_series,1.5,,,aggregate_behavior,13.0,3.0
control,time_series,2.0,,,aggregate_behavior,32.0,3.0
control,time_series,2.5,,,aggregate_behavior,54.0,3.0
control,time_series,3.0,,,aggregate_behavior,41.0,3.0
control,time_series,3.5,,,aggregate_behavior,52.0,2.950246036
control,time_series,4.0,,,aggregate_behavior,61.0,2.525423729
rat_present,time_series,4.5,,,aggregate_behavior,57.0,2.074357572
control,time_series,5.0,,,aggregate_behavior,73.0,2.0
rat_present,time_series,5.5,,,aggregate_behavior,61.0,1.943548387
rat_present,time_series,6.0,,,aggregate_behavior,60.0,1.516666667
rat_present,time_series,6.5,,,aggregate_behavior,56.0,1.133333333
control,time_series,7.0,,,aggregate_behavior,67.0,0.0
control,time_series,-2.0,,,aggregate_behavior,48.0,4.0
control,time_series,-1.5,,,aggregate_behavior,29.0,4.0
control,time_series,-1.0,,,aggregate_behavior,20.0,4.0
control,time_series,-0.5,,,aggregate_behavior,12.0,4.0
control,time_series,0.0,,,aggregate_behavior,4.0,4.0
rat_present,time_series,0.5,,,aggregate_behavior,52.0,3.949388209
control,time_series,1.0,,,aggregate_behavior,52.0,3.517241379
control,time_series,1.5,,,aggregate_behavior,63.0,3.066740823
control,time_series,2.0,,,aggregate_behavior,25.0,3.0
control,time_series,2.5,,,aggregate_behavior,58.0,3.0
control,time_series,3.0,,,aggregate_behavior,57.0,3.0
control,time_series,3.5,,,aggregate_behavior,53.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,65.0,3.0
control,time_series,4.5,,,aggregate_behavior,43.0,3.0
control,time_series,5.0,,,aggregate_behavior,84.0,3.0
control,time_series,5.5,,,aggregate_behavior,88.0,3.0
control,time_series,6.0,,,aggregate_behavior,76.0,3.0
control,time_series,6.5,,,aggregate_behavior,84.0,3.0
control,time_series,7.0,,,aggregate_behavior,64.0,3.0
control,time_series,7.5,,,aggregate_behavior,32.0,2.94259158
control,time_series,8.0,,,aggregate_behavior,33.0,2.508474576
rat_present,time_series,8.5,,,aggregate_behavior,16.0,2.065609623
rat_present,time_series,9.0,,,aggregate_behavior,6.0,2.0
rat_present,time_series,9.5,,,aggregate_behavior,6.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,3.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,3.0,2.0
rat_present,time_series,11.0,,,aggregate_behavior,1.0,2.0
rat_present,time_series,11.5,,,aggregate_behavior,1.0,2.0
rat_present,time_series,13.0,,,aggregate_behavior,2.0,2.0
control,time_series,-2.0,,,aggregate_behavior,2.0,4.0
control,time_series,-1.5,,,aggregate_behavior,26.0,4.0
control,time_series,-1.0,,,aggregate_behavior,3.0,4.0
control,time_series,-0.5,,,aggregate_behavior,3.0,4.0
control,time_series,0.0,,,aggregate_behavior,17.0,4.0
control,time_series,0.5,,,aggregate_behavior,30.0,4.0
control,time_series,1.0,,,aggregate_behavior,38.0,4.0
control,time_series,1.5,,,aggregate_behavior,38.0,3.935483871
control,time_series,2.0,,,aggregate_behavior,56.0,3.5
control,time_series,2.5,,,aggregate_behavior,63.0,3.048938794
control,time_series,3.0,,,aggregate_behavior,53.0,2.879275654
control,time_series,3.5,,,aggregate_behavior,26.0,2.758551308
rat_present,time_series,11.0,,,aggregate_behavior,4.0,1.004024145
rat_present,time_series,12.0,,,aggregate_behavior,2.0,0.0
rat_present,time_series,12.5,,,aggregate_behavior,2.0,0.0
control,time_series,-2.0,,,aggregate_behavior,17.0,4.0
rat_present,time_series,-1.5,,,aggregate_behavior,16.0,4.0
rat_present,time_series,-1.0,,,aggregate_behavior,13.0,4.0
control,time_series,-0.5,,,aggregate_behavior,16.0,4.0
rat_present,time_series,0.0,,,aggregate_behavior,7.0,4.0
control,time_series,0.5,,,aggregate_behavior,20.0,3.92688172
control,time_series,1.0,,,aggregate_behavior,28.0,3.483333333
control,time_series,1.5,,,aggregate_behavior,28.0,3.056451613
control,time_series,2.0,,,aggregate_behavior,58.0,3.0
control,time_series,2.5,,,aggregate_behavior,71.0,3.0
control,time_series,3.0,,,aggregate_behavior,60.0,3.0
control,time_series,3.5,,,aggregate_behavior,11.0,3.0
control,time_series,4.0,,,aggregate_behavior,47.0,3.0
control,time_series,4.5,,,aggregate_behavior,56.0,2.933259177
control,time_series,5.0,,,aggregate_behavior,57.0,2.482758621
control,time_series,5.5,,,aggregate_behavior,36.0,2.050611791
control,time_series,6.0,,,aggregate_behavior,38.0,2.0
control,time_series,6.5,,,aggregate_behavior,37.0,2.0
control,time_series,7.0,,,aggregate_behavior,66.0,2.0
control,time_series,7.5,,,aggregate_behavior,28.0,2.0
control,time_series,8.0,,,aggregate_behavior,22.0,2.0
control,time_series,8.5,,,aggregate_behavior,37.0,2.0
rat_present,time_series,9.0,,,aggregate_behavior,13.0,2.0
rat_present,time_series,9.5,,,aggregate_behavior,7.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,3.0,0.0
rat_present,time_series,10.5,,,aggregate_behavior,4.0,0.0
control,time_series,11.0,,,aggregate_behavior,1.0,0.0
control,time_series,11.5,,,aggregate_behavior,3.0,0.0
control,time_series,12.5,,,aggregate_behavior,1.0,0.0
control,time_series,-2.0,,,aggregate_behavior,2.0,4.0
control,time_series,-1.5,,,aggregate_behavior,5.0,4.0
control,time_series,-1.0,,,aggregate_behavior,10.0,4.0
control,time_series,-0.5,,,aggregate_behavior,15.0,4.0
control,time_series,0.0,,,aggregate_behavior,14.0,4.0
control,time_series,0.5,,,aggregate_behavior,8.0,3.919090428
control,time_series,1.0,,,aggregate_behavior,6.0,3.475409836
control,time_series,1.5,,,aggregate_behavior,48.0,3.055526177
rat_present,time_series,2.0,,,aggregate_behavior,84.0,3.0
control,time_series,2.5,,,aggregate_behavior,80.0,3.0
rat_present,time_series,3.0,,,aggregate_behavior,79.0,3.0
rat_present,time_series,3.5,,,aggregate_behavior,62.0,3.0
control,time_series,4.0,,,aggregate_behavior,57.0,3.0
control,time_series,4.5,,,aggregate_behavior,66.0,2.920395421
rat_present,time_series,5.0,,,aggregate_behavior,65.0,2.483870968
control,time_series,5.5,,,aggregate_behavior,72.0,2.062434964
rat_present,time_series,6.0,,,aggregate_behavior,89.0,2.0
rat_present,time_series,6.5,,,aggregate_behavior,77.0,1.919090428
rat_present,time_series,7.0,,,aggregate_behavior,31.0,1.475409836
rat_present,time_series,7.5,,,aggregate_behavior,28.0,1.055526177
rat_present,time_series,8.0,,,aggregate_behavior,28.0,1.0
rat_present,time_series,8.5,,,aggregate_behavior,15.0,1.0
rat_present,time_series,9.0,,,aggregate_behavior,7.0,1.0
rat_present,time_series,9.5,,,aggregate_behavior,6.0,1.0
rat_present,time_series,10.0,,,aggregate_behavior,10.0,1.0
control,time_series,10.5,,,aggregate_behavior,3.0,1.0
control,time_series,11.0,,,aggregate_behavior,3.0,1.0
control,time_series,13.5,,,aggregate_behavior,9.0,0.0
control,time_series,-2.0,,,aggregate_behavior,4.0,4.0
control,time_series,-1.5,,,aggregate_behavior,6.0,4.0
control,time_series,-1.0,,,aggregate_behavior,9.0,4.0
control,time_series,-0.5,,,aggregate_behavior,24.0,4.0
control,time_series,0.0,,,aggregate_behavior,20.0,4.0
control,time_series,0.5,,,aggregate_behavior,9.0,3.9243604
control,time_series,1.0,,,aggregate_behavior,11.0,3.465517241
rat_present,time_series,1.5,,,aggregate_behavior,22.0,3.043381535
control,time_series,2.0,,,aggregate_behavior,37.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,64.0,3.0
rat_present,time_series,3.0,,,aggregate_behavior,38.0,3.0
rat_present,time_series,3.5,,,aggregate_behavior,39.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,54.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,66.0,3.0
rat_present,time_series,5.0,,,aggregate_behavior,56.0,3.0
rat_present,time_series,5.5,,,aggregate_behavior,60.0,3.0
rat_present,time_series,6.0,,,aggregate_behavior,71.0,3.0
rat_present,time_series,6.5,,,aggregate_behavior,52.0,3.0
rat_present,time_series,7.0,,,aggregate_behavior,51.0,3.0
rat_present,time_series,7.5,,,aggregate_behavior,47.0,2.935104364
rat_present,time_series,8.0,,,aggregate_behavior,30.0,2.611764706
rat_present,time_series,8.5,,,aggregate_behavior,6.0,2.258823529
rat_present,time_series,9.0,,,aggregate_behavior,11.0,2.010626186
rat_present,time_series,9.5,,,aggregate_behavior,8.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,10.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,10.0,2.0
control,time_series,12.0,,,aggregate_behavior,3.0,2.0
control,time_series,12.5,,,aggregate_behavior,1.0,0.0
control,time_series,13.0,,,aggregate_behavior,6.0,0.0
control,time_series,-2.0,,,aggregate_behavior,4.0,4.0
control,time_series,-1.5,,,aggregate_behavior,8.0,4.0
control,time_series,-1.0,,,aggregate_behavior,17.0,4.0
rat_present,time_series,-0.5,,,aggregate_behavior,15.0,3.899524061
rat_present,time_series,0.0,,,aggregate_behavior,21.0,3.442622951
rat_present,time_series,0.5,,,aggregate_behavior,14.0,3.041248017
rat_present,time_series,1.0,,,aggregate_behavior,21.0,3.0
rat_present,time_series,1.5,,,aggregate_behavior,25.0,3.0
rat_present,time_series,2.0,,,aggregate_behavior,35.0,3.0
control,time_series,2.5,,,aggregate_behavior,55.0,3.0
control,time_series,3.0,,,aggregate_behavior,65.0,3.0
rat_present,time_series,3.5,,,aggregate_behavior,54.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,76.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,97.0,2.9243604
rat_present,time_series,5.0,,,aggregate_behavior,89.0,2.465517241
rat_present,time_series,5.5,,,aggregate_behavior,100.0,2.043381535
rat_present,time_series,6.0,,,aggregate_behavior,78.0,2.0
rat_present,time_series,6.5,,,aggregate_behavior,78.0,2.0
control,time_series,7.0,,,aggregate_behavior,65.0,2.0
rat_present,time_series,7.5,,,aggregate_behavior,41.0,1.897849462
rat_present,time_series,8.0,,,aggregate_behavior,29.0,1.433333333
rat_present,time_series,8.5,,,aggregate_behavior,18.0,1.035483871
rat_present,time_series,9.0,,,aggregate_behavior,7.0,1.0
rat_present,time_series,9.5,,,aggregate_behavior,7.0,1.0
rat_present,time_series,10.0,,,aggregate_behavior,0.0,1.0
rat_present,time_series,10.5,,,aggregate_behavior,3.0,1.0
control,time_series,11.0,,,aggregate_behavior,3.0,1.0
control,time_series,12.0,,,aggregate_behavior,7.0,1.0
control,time_series,12.5,,,aggregate_behavior,3.0,1.0
control,time_series,13.0,,,aggregate_behavior,3.0,1.0
rat_present,time_series,-2.0,,,aggregate_behavior,10.0,4.0
rat_present,time_series,-1.5,,,aggregate_behavior,3.0,4.0
control,time_series,-1.0,,,aggregate_behavior,14.0,4.0
control,time_series,-0.5,,,aggregate_behavior,20.0,4.0
control,time_series,0.0,,,aggregate_behavior,28.0,4.0
control,time_series,0.5,,,aggregate_behavior,31.0,3.94044665
rat_present,time_series,1.0,,,aggregate_behavior,15.0,3.538461538
rat_present,time_series,1.5,,,aggregate_behavior,17.0,3.104218362
control,time_series,2.0,,,aggregate_behavior,33.0,3.0
control,time_series,2.5,,,aggregate_behavior,29.0,3.0
control,time_series,3.0,,,aggregate_behavior,20.0,3.0
rat_present,time_series,3.5,,,aggregate_behavior,53.0,2.914905451
control,time_series,4.0,,,aggregate_behavior,49.0,2.448275862
control,time_series,4.5,,,aggregate_behavior,53.0,2.036707453
control,time_series,5.0,,,aggregate_behavior,68.0,2.0
control,time_series,5.5,,,aggregate_behavior,45.0,2.0
rat_present,time_series,6.0,,,aggregate_behavior,45.0,2.0
control,time_series,6.5,,,aggregate_behavior,53.0,2.0
rat_present,time_series,7.0,,,aggregate_behavior,42.0,2.0
rat_present,time_series,7.5,,,aggregate_behavior,32.0,1.901144641
rat_present,time_series,8.0,,,aggregate_behavior,16.0,1.451612903
rat_present,time_series,8.5,,,aggregate_behavior,10.0,1.047346514
rat_present,time_series,9.0,,,aggregate_behavior,5.0,1.0
control,time_series,9.5,,,aggregate_behavior,7.0,1.0
rat_present,time_series,10.0,,,aggregate_behavior,2.0,1.0
control,time_series,10.5,,,aggregate_behavior,1.0,1.0
control,time_series,11.5,,,aggregate_behavior,2.0,1.0
control,time_series,-1.5,,,aggregate_behavior,7.0,4.0
control,time_series,-1.0,,,aggregate_behavior,22.0,4.0
control,time_series,-0.5,,,aggregate_behavior,34.0,3.965211891
control,time_series,0.0,,,aggregate_behavior,45.0,3.509803922
control,time_series,0.5,,,aggregate_behavior,38.0,3.041745731
control,time_series,1.0,,,aggregate_behavior,41.0,3.0
rat_present,time_series,1.5,,,aggregate_behavior,39.0,3.0
rat_present,time_series,2.0,,,aggregate_behavior,29.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,23.0,3.0
rat_present,time_series,3.0,,,aggregate_behavior,13.0,3.0
rat_present,time_series,3.5,,,aggregate_behavior,18.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,41.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,52.0,3.0
rat_present,time_series,5.0,,,aggregate_behavior,45.0,3.0
control,time_series,5.5,,,aggregate_behavior,36.0,2.930875576
rat_present,time_series,6.0,,,aggregate_behavior,43.0,2.464285714
control,time_series,6.5,,,aggregate_behavior,49.0,2.038018433
rat_present,time_series,7.0,,,aggregate_behavior,48.0,2.0
control,time_series,7.5,,,aggregate_behavior,26.0,2.0
rat_present,time_series,8.0,,,aggregate_behavior,12.0,2.0
rat_present,time_series,8.5,,,aggregate_behavior,6.0,2.0
rat_present,time_series,9.0,,,aggregate_behavior,2.0,2.0
rat_present,time_series,9.5,,,aggregate_behavior,7.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,8.0,2.0
control,time_series,10.5,,,aggregate_behavior,4.0,2.0
control,time_series,11.5,,,aggregate_behavior,2.0,2.0
control,time_series,12.0,,,aggregate_behavior,3.0,2.0
control,time_series,12.5,,,aggregate_behavior,4.0,2.0
control,time_series,-2.0,,,aggregate_behavior,2.0,4.0
control,time_series,-1.5,,,aggregate_behavior,13.0,4.0
control,time_series,-1.0,,,aggregate_behavior,17.0,4.0
rat_present,time_series,-0.5,,,aggregate_behavior,21.0,4.0
control,time_series,0.0,,,aggregate_behavior,29.0,4.0
control,time_series,0.5,,,aggregate_behavior,10.0,3.877842411
control,time_series,1.0,,,aggregate_behavior,29.0,3.409836066
rat_present,time_series,1.5,,,aggregate_behavior,15.0,3.02908514
rat_present,time_series,2.0,,,aggregate_behavior,19.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,15.0,3.0
rat_present,time_series,3.0,,,aggregate_behavior,12.0,3.0
rat_present,time_series,3.5,,,aggregate_behavior,17.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,39.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,20.0,3.0
rat_present,time_series,5.0,,,aggregate_behavior,30.0,3.0
rat_present,time_series,5.5,,,aggregate_behavior,34.0,3.0
rat_present,time_series,6.0,,,aggregate_behavior,36.0,3.0
rat_present,time_series,6.5,,,aggregate_behavior,35.0,3.0
rat_present,time_series,7.0,,,aggregate_behavior,35.0,3.0
rat_present,time_series,7.5,,,aggregate_behavior,17.0,3.0
rat_present,time_series,8.0,,,aggregate_behavior,15.0,3.0
rat_present,time_series,8.5,,,aggregate_behavior,11.0,3.0
rat_present,time_series,9.0,,,aggregate_behavior,4.0,3.0
rat_present,time_series,9.5,,,aggregate_behavior,3.0,3.0
rat_present,time_series,10.0,,,aggregate_behavior,2.0,3.0
rat_present,time_series,10.5,,,aggregate_behavior,4.0,3.0
control,time_series,11.0,,,aggregate_behavior,3.0,3.0
control,time_series,11.5,,,aggregate_behavior,2.0,3.0
control,time_series,12.0,,,aggregate_behavior,2.0,3.0
control,time_series,13.0,,,aggregate_behavior,4.0,3.0
control,time_series,-2.0,,,aggregate_behavior,10.0,4.0
control,time_series,-1.5,,,aggregate_behavior,5.0,4.0
rat_present,time_series,-1.0,,,aggregate_behavior,2.0,4.0
rat_present,time_series,-0.5,,,aggregate_behavior,18.0,3.94057725
rat_present,time_series,0.0,,,aggregate_behavior,22.0,3.49122807
rat_present,time_series,0.5,,,aggregate_behavior,31.0,3.051499717
rat_present,time_series,1.0,,,aggregate_behavior,26.0,3.0
rat_present,time_series,1.5,,,aggregate_behavior,27.0,3.0
control,time_series,2.0,,,aggregate_behavior,19.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,43.0,3.0
control,time_series,3.0,,,aggregate_behavior,30.0,3.0
rat_present,time_series,3.5,,,aggregate_behavior,20.0,3.0
control,time_series,4.0,,,aggregate_behavior,32.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,47.0,3.0
control,time_series,5.0,,,aggregate_behavior,31.0,3.0
control,time_series,5.5,,,aggregate_behavior,40.0,3.0
control,time_series,6.0,,,aggregate_behavior,40.0,3.0
rat_present,time_series,6.5,,,aggregate_behavior,18.0,2.916347731
rat_present,time_series,7.0,,,aggregate_behavior,20.0,2.457627119
control,time_series,7.5,,,aggregate_behavior,24.0,2.042646255
rat_present,time_series,8.0,,,aggregate_behavior,25.0,2.0
rat_present,time_series,8.5,,,aggregate_behavior,10.0,2.0
rat_present,time_series,9.0,,,aggregate_behavior,2.0,2.0
rat_present,time_series,9.5,,,aggregate_behavior,0.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,1.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,2.0,2.0
rat_present,time_series,11.0,,,aggregate_behavior,2.0,2.0
control,time_series,11.5,,,aggregate_behavior,16.0,2.0
rat_present,time_series,-2.0,,,aggregate_behavior,0.0,4.0
control,time_series,-1.5,,,aggregate_behavior,6.0,4.0
rat_present,time_series,-1.0,,,aggregate_behavior,12.0,4.0
rat_present,time_series,-0.5,,,aggregate_behavior,31.0,3.896118097
rat_present,time_series,0.0,,,aggregate_behavior,23.0,3.423728814
rat_present,time_series,0.5,,,aggregate_behavior,11.0,3.030071077
rat_present,time_series,1.0,,,aggregate_behavior,19.0,3.0
rat_present,time_series,1.5,,,aggregate_behavior,11.0,3.0
rat_present,time_series,2.0,,,aggregate_behavior,27.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,16.0,3.0
control,time_series,3.0,,,aggregate_behavior,69.0,3.0
control,time_series,3.5,,,aggregate_behavior,21.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,46.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,14.0,3.0
rat_present,time_series,5.0,,,aggregate_behavior,14.0,3.0
control,time_series,5.5,,,aggregate_behavior,22.0,3.0
control,time_series,6.0,,,aggregate_behavior,11.0,3.0
rat_present,time_series,6.5,,,aggregate_behavior,27.0,2.906506288
rat_present,time_series,7.0,,,aggregate_behavior,30.0,2.440677966
rat_present,time_series,7.5,,,aggregate_behavior,30.0,2.036085293
control,time_series,8.0,,,aggregate_behavior,25.0,2.0
rat_present,time_series,8.5,,,aggregate_behavior,17.0,2.0
rat_present,time_series,9.0,,,aggregate_behavior,6.0,2.0
rat_present,time_series,9.5,,,aggregate_behavior,5.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,8.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,2.0,2.0
control,time_series,11.0,,,aggregate_behavior,3.0,2.0
control,time_series,11.5,,,aggregate_behavior,2.0,2.0
control,time_series,13.0,,,aggregate_behavior,2.0,0.0
control,time_series,-1.5,,,aggregate_behavior,14.0,4.0
rat_present,time_series,-1.0,,,aggregate_behavior,32.0,4.0
control,time_series,-0.5,,,aggregate_behavior,19.0,3.856399584
rat_present,time_series,0.0,,,aggregate_behavior,16.0,3.387096774
rat_present,time_series,0.5,,,aggregate_behavior,16.0,3.023413111
rat_present,time_series,1.0,,,aggregate_behavior,16.0,3.0
rat_present,time_series,1.5,,,aggregate_behavior,23.0,3.0
rat_present,time_series,2.0,,,aggregate_behavior,20.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,8.0,3.0
rat_present,time_series,3.0,,,aggregate_behavior,27.0,3.0
rat_present,time_series,3.5,,,aggregate_behavior,31.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,20.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,17.0,3.0
rat_present,time_series,5.0,,,aggregate_behavior,24.0,3.0
rat_present,time_series,5.5,,,aggregate_behavior,14.0,3.0
control,time_series,6.0,,,aggregate_behavior,24.0,3.0
rat_present,time_series,6.5,,,aggregate_behavior,26.0,2.871523915
rat_present,time_series,7.0,,,aggregate_behavior,31.0,2.379310345
rat_present,time_series,7.5,,,aggregate_behavior,29.0,2.015572859
rat_present,time_series,8.0,,,aggregate_behavior,17.0,2.0
control,time_series,8.5,,,aggregate_behavior,10.0,2.0
rat_present,time_series,9.0,,,aggregate_behavior,7.0,2.0
control,time_series,9.5,,,aggregate_behavior,8.0,2.0
control,time_series,10.0,,,aggregate_behavior,1.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,6.0,2.0
control,time_series,11.0,,,aggregate_behavior,3.0,2.0
control,time_series,11.5,,,aggregate_behavior,5.0,2.0
control,time_series,12.0,,,aggregate_behavior,5.0,2.0
control,time_series,12.5,,,aggregate_behavior,1.0,2.0
control,time_series,13.0,,,aggregate_behavior,3.0,0.0
control,time_series,-2.0,,,aggregate_behavior,10.0,4.0
control,time_series,-1.5,,,aggregate_behavior,8.0,4.0
control,time_series,-1.0,,,aggregate_behavior,28.0,4.0
control,time_series,-0.5,,,aggregate_behavior,26.0,3.838709677
rat_present,time_series,0.0,,,aggregate_behavior,23.0,3.35
control,time_series,0.5,,,aggregate_behavior,16.0,3.011290323
control,time_series,1.0,,,aggregate_behavior,18.0,3.0
control,time_series,1.5,,,aggregate_behavior,18.0,3.0
control,time_series,2.0,,,aggregate_behavior,17.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,20.0,3.0
rat_present,time_series,3.0,,,aggregate_behavior,22.0,3.0
rat_present,time_series,3.5,,,aggregate_behavior,23.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,21.0,3.0
control,time_series,4.5,,,aggregate_behavior,35.0,3.0
control,time_series,5.0,,,aggregate_behavior,49.0,3.0
control,time_series,5.5,,,aggregate_behavior,45.0,3.0
control,time_series,6.0,,,aggregate_behavior,42.0,3.0
rat_present,time_series,6.5,,,aggregate_behavior,26.0,3.0
control,time_series,7.0,,,aggregate_behavior,16.0,3.0
rat_present,time_series,7.5,,,aggregate_behavior,15.0,3.0
rat_present,time_series,8.0,,,aggregate_behavior,27.0,3.0
rat_present,time_series,8.5,,,aggregate_behavior,21.0,2.838709677
rat_present,time_series,9.0,,,aggregate_behavior,8.0,2.35
rat_present,time_series,9.5,,,aggregate_behavior,19.0,2.011290323
rat_present,time_series,10.0,,,aggregate_behavior,13.0,2.0
control,time_series,10.5,,,aggregate_behavior,3.0,2.0
control,time_series,11.5,,,aggregate_behavior,7.0,2.0
control,time_series,12.5,,,aggregate_behavior,3.0,0.0
control,time_series,-2.0,,,aggregate_behavior,10.0,4.0
control,time_series,-1.5,,,aggregate_behavior,6.0,4.0
control,time_series,-1.0,,,aggregate_behavior,3.0,4.0
control,time_series,-0.5,,,aggregate_behavior,15.0,4.0
control,time_series,0.0,,,aggregate_behavior,5.0,4.0
control,time_series,0.5,,,aggregate_behavior,27.0,4.0
control,time_series,1.0,,,aggregate_behavior,17.0,4.0
control,time_series,1.5,,,aggregate_behavior,31.0,3.860887097
control,time_series,2.0,,,aggregate_behavior,8.0,3.40625
control,time_series,2.5,,,aggregate_behavior,17.0,3.033266129
control,time_series,3.0,,,aggregate_behavior,15.0,3.0
control,time_series,3.5,,,aggregate_behavior,10.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,20.0,3.0
rat_present,time_series,4.5,,,aggregate_behavior,13.0,3.0
rat_present,time_series,5.0,,,aggregate_behavior,13.0,3.0
rat_present,time_series,5.5,,,aggregate_behavior,20.0,3.0
control,time_series,6.0,,,aggregate_behavior,24.0,3.0
control,time_series,6.5,,,aggregate_behavior,28.0,3.0
rat_present,time_series,7.0,,,aggregate_behavior,14.0,3.0
rat_present,time_series,7.5,,,aggregate_behavior,27.0,3.0
rat_present,time_series,8.0,,,aggregate_behavior,11.0,3.0
rat_present,time_series,8.5,,,aggregate_behavior,13.0,2.88856305
rat_present,time_series,9.0,,,aggregate_behavior,14.0,2.381818182
control,time_series,9.5,,,aggregate_behavior,6.0,2.012316716
rat_present,time_series,10.0,,,aggregate_behavior,13.0,2.0
control,time_series,10.5,,,aggregate_behavior,5.0,2.0
control,time_series,11.0,,,aggregate_behavior,8.0,2.0
control,time_series,11.5,,,aggregate_behavior,5.0,2.0
